rowID,speciesID,sara_status,X1_threat_identified,X1.1_threat_identified,X1.2_threat_identified,X1.3_threat_identified,X2_threat_identified,X2.1_threat_identified,X2.2_threat_identified,X2.3_threat_identified,X2.4_threat_identified,X3_threat_identified,X3.1_threat_identified,X3.2_threat_identified,X3.3_threat_identified,X4_threat_identified,X4.1_threat_identified,X4.2_threat_identified,X4.3_threat_identified,X4.4_threat_identified,X5_threat_identified,X5.1_threat_identified,X5.2_threat_identified,X5.3_threat_identified,X5.4_threat_identified,X6_threat_identified,X6.1_threat_identified,X6.2_threat_identified,X6.3_threat_identified,X7_threat_identified,X7.1_threat_identified,X7.2_threat_identified,X7.3_threat_identified,X8_threat_identified,X8.1_threat_identified,X8.2_threat_identified,X8.3_threat_identified,X8.4_threat_identified,X8.5_threat_identified,X8.6_threat_identified,X9_threat_identified,X9.1_threat_identified,X9.2_threat_identified,X9.3_threat_identified,X9.4_threat_identified,X9.5_threat_identified,X9.6_threat_identified,X10_threat_identified,X10.1_threat_identified,X10.2_threat_identified,X10.3_threat_identified,X11_threat_identified,X11.1_threat_identified,X11.2_threat_identified,X11.3_threat_identified,X11.4_threat_identified,X11.5_threat_identified,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9
521,363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
523,218,0.0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
524,425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6.1840835,16.7725,-4.423333,1474.0,155.0,104.0,13.061298,436.0,318.0,326.0,393.0,9.636,28.413883,873.43695,23.3,-10.613,33.913,-1.3233333,16.690166
526,219,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
527,401,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
528,402,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
529,389,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
530,277,0.0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
531,281,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
532,272,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
533,261,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
534,353,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
535,238,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
536,233,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
537,256,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
538,224,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
539,271,0.0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
540,372,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
541,21,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
542,222,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
543,189,1.0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.4238957995,14.326,-14.940417,526.5,99.0,17.5,63.8622035,260.0,59.0,260.0,61.5,11.8862085,27.079282,1189.9006,21.42,-22.8245,44.2445,14.326,-12.4519165
544,83,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
547,217,0.0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
548,452,0.0,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0.4238957995,14.326,-14.940417,526.5,99.0,17.5,63.8622035,260.0,59.0,260.0,61.5,11.8862085,27.079282,1189.9006,21.42,-22.8245,44.2445,14.326,-12.4519165
549,114,0.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.4513332,11.869916499999999,-17.731333,965.5,112.0,49.5,26.9077175,325.5,174.5,317.0,191.5,9.823083,22.3758605,1197.6425,18.729000499999998,-25.253999999999998,43.983000000000004,11.275916500000001,-11.50683325
550,454,0.0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-0.5981875377500001,14.572958625,-17.38908375,592.75,93.75,24.0,52.04445025,252.0,79.75,252.0,81.5,12.1582505,25.7080655,1298.53805,22.36525,-25.3645,47.72975,14.572958625,-15.558124750000001
551,62,0.0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,-4.4969997,11.2715,-21.536499,902.0,123.0,38.0,39.636505,353.0,134.0,336.0,138.0,10.5375,21.922981,1324.7723,18.342001,-29.724,48.066,10.0835,-20.3015
552,507,0.0,1,1,0,1,1,2,2,2,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
553,473,0.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0341945999999997,15.056666666666667,-11.704721666666666,1175.6666666666667,129.33333333333334,73.33333333333333,20.934096333333333,367.0,232.66666666666666,317.3333333333333,270.3333333333333,10.527721999999999,26.00582133333333,1086.4020833333334,22.12100033333333,-18.945,41.065999999999995,0.9941667000000004,-2.3698335333333334
554,265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
555,234,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
561,98,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
562,128,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,13.175,-12.757501,555.0,109.0,19.0,68.56813,287.0,65.0,287.0,67.0,12.118667,29.766087,1055.9305,20.037,-20.676,40.713,13.175,-10.657333
563,252,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
564,170,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
565,400,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
566,129,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
567,240,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
568,230,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
569,223,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
570,436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
571,319,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49870825,15.3220005,-16.376333,805.0,90.0,43.0,25.742552,262.0,142.0,262.0,142.0,13.044084,26.33838,1289.0054,23.987,-25.538,49.525,15.3220005,-16.376333
572,476,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
575,122,2.0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.4056667,12.468333,-13.926167,1029.0,101.0,61.0,14.17893,298.0,215.0,298.0,245.0,9.108666,22.82874,1070.5127,19.116,-20.784,39.9,12.468333,-2.7121665
576,48,1.0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1.8632292005000002,14.897417,-20.2112505,505.5,88.0,17.0,56.9335595,229.5,56.0,229.5,58.5,11.7351255,23.3638975,1424.60815,22.7185,-27.622,50.340500000000006,14.897417,-17.5994165
578,144,0.0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1.403210937583333,13.756253541666666,-17.044121558333334,749.25,95.58333333333333,41.083333333333336,38.202806083333336,262.6666666666667,133.75,241.33333333333334,150.08333333333334,10.450394191666666,23.480100499999995,1258.4116708333333,21.078250083333334,-24.246104166666665,45.324353916666674,8.811705008333334,-11.605472208333332
579,27,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-8.09314575,11.30125,-27.156084,384.0,68.0,12.5,58.686323,175.0,42.5,169.0,43.5,9.56204215,18.1357565,1578.59485,19.3955,-33.275000000000006,52.6704985,10.774833749999999,-25.9364165
580,474,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-2.36229167525,14.17462525,-20.093500499999998,458.0,82.25,15.25,57.790360250000006,214.0,52.0,213.25,57.75,11.346833750000002,23.547214750000002,1394.1231,21.59575,-27.59625,49.192,13.622417,-16.058666499999998
581,102,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
582,140,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
583,97,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
584,123,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
585,418,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
586,477,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
588,457,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
589,99,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
590,204,0.0,1,2,2,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.4238957995,14.326,-14.940417,526.5,99.0,17.5,63.8622035,260.0,59.0,260.0,61.5,11.8862085,27.079282,1189.9006,21.42,-22.8245,44.2445,14.326,-12.4519165
591,132,0.0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
592,124,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
593,203,1.0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.9638194670000001,14.323278,-17.726667333333335,522.0,95.0,17.666666666666668,60.811749666666664,248.66666666666666,59.0,248.66666666666666,61.333333333333336,11.862972666666666,25.497960666666668,1301.7156,21.82466666666667,-25.30666666666667,47.13133333333334,14.323278,-15.285388666666668
594,42,0.0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1.3614167,9.400666,-6.3056664,1691.0,235.0,62.0,49.389156,693.0,208.0,273.0,609.0,9.231999,33.10978,646.2507,16.535,-11.348,27.883,-1.9139999,6.9086666
595,190,1.0,1,2,2,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.4238957995,14.326,-14.940417,526.5,99.0,17.5,63.8622035,260.0,59.0,260.0,61.5,11.8862085,27.079282,1189.9006,21.42,-22.8245,44.2445,14.326,-12.4519165
